ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORANDI
2018/2019;05815;Roma - Universit  telematica Niccol  Cusano (gi  UNISU);Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;5
2018/2019;05815;Roma - Universit  telematica Niccol  Cusano (gi  UNISU);Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;8
2018/2019;05813;"Roma - Universit  telematica internazionale ""UNINETTUNO""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;5
2018/2019;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;04;Business, administration and law;F;15
2018/2019;05812;Roma - Universit  Europea;Lazio;CENTRO;DR;04;Business, administration and law;M;9
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;02;Arts and humanities;F;20
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;02;Arts and humanities;M;9
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;04;Business, administration and law;F;22
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;04;Business, administration and law;M;20
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;4
2018/2019;05810;"Roma - Universit  telematica ""Guglielmo Marconi""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;16
2018/2019;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;DR;04;Business, administration and law;F;3
2018/2019;05809;Roma - Universit  degli Studi Internazionali   UNINT;Lazio;CENTRO;DR;04;Business, administration and law;M;3
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;8
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;2
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;11
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;10
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;09;Health and welfare;F;15
2018/2019;05808;"Roma - Universit  ""Campus Bio-Medico""";Lazio;CENTRO;DR;09;Health and welfare;M;23
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;99;Field unknown;F;4
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;99;Field unknown;M;2
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;01;Education;F;11
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;01;Education;M;2
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;02;Arts and humanities;F;37
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;02;Arts and humanities;M;25
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;32
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;22
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;04;Business, administration and law;F;43
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;04;Business, administration and law;M;55
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;81
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;72
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;41
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;64
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;99;Field unknown;F;1
2018/2019;05807;Roma - III Universit  degli studi;Lazio;CENTRO;DR;99;Field unknown;M;2
2018/2019;05806;"Roma - Universit  degli studi del ""Foro Italico""";Lazio;CENTRO;DR;10;Services;F;14
2018/2019;05806;"Roma - Universit  degli studi del ""Foro Italico""";Lazio;CENTRO;DR;10;Services;M;14
2018/2019;05805;Roma - Luiss Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;DR;02;Arts and humanities;F;4
2018/2019;05805;Roma - Luiss Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;11
2018/2019;05805;Roma - Luiss Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;18
2018/2019;05805;Roma - Luiss Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;DR;04;Business, administration and law;F;29
2018/2019;05805;Roma - Luiss Libera Universit  internazionale degli studi sociali Guido Carli;Lazio;CENTRO;DR;04;Business, administration and law;M;27
2018/2019;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;DR;02;Arts and humanities;F;4
2018/2019;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;DR;02;Arts and humanities;M;6
2018/2019;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;21
2018/2019;05803;Roma - Libera Universit  Maria SS.Assunta (LUMSA);Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;17
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;99;Field unknown;F;21
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;99;Field unknown;M;21
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;02;Arts and humanities;F;86
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;02;Arts and humanities;M;52
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;14
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;22
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;04;Business, administration and law;F;74
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;04;Business, administration and law;M;74
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;87
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;102
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;68
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;133
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;09;Health and welfare;F;164
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;09;Health and welfare;M;105
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;99;Field unknown;F;4
2018/2019;05802;"Roma - Universit  degli studi di ""Tor Vergata""";Lazio;CENTRO;DR;99;Field unknown;M;4
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;99;Field unknown;F;2
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;99;Field unknown;M;2
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;02;Arts and humanities;F;269
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;02;Arts and humanities;M;207
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;243
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;163
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;04;Business, administration and law;F;121
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;04;Business, administration and law;M;121
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;349
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;328
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;06;Information and Communication Technologies (ICTs);F;10
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;06;Information and Communication Technologies (ICTs);M;27
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;282
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;349
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;09;Health and welfare;F;339
2018/2019;05801;"Roma - Universit  degli studi ""La Sapienza""";Lazio;CENTRO;DR;09;Health and welfare;M;199
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;02;Arts and humanities;F;6
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;02;Arts and humanities;M;1
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;03;Social sciences, journalism and information;F;5
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;03;Social sciences, journalism and information;M;2
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;04;Business, administration and law;F;7
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;04;Business, administration and law;M;11
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;21
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;9
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;F;2
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;07;Engineering, manufacturing and construction;M;12
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;32
2018/2019;05601;Viterbo - Universit  della Tuscia;Lazio;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;45
2018/2019;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;DR;02;Arts and humanities;F;10
2018/2019;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;DR;02;Arts and humanities;M;9
2018/2019;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;DR;03;Social sciences, journalism and information;F;6
2018/2019;05403;Perugia - Universit  per stranieri;Umbria;CENTRO;DR;03;Social sciences, journalism and information;M;2
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;01;Education;F;1
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;01;Education;M;1
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;02;Arts and humanities;F;16
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;02;Arts and humanities;M;13
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;03;Social sciences, journalism and information;F;14
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;03;Social sciences, journalism and information;M;12
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;04;Business, administration and law;F;18
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;04;Business, administration and law;M;17
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;50
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;48
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;07;Engineering, manufacturing and construction;F;28
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;07;Engineering, manufacturing and construction;M;44
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;24
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;17
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;09;Health and welfare;F;40
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;09;Health and welfare;M;27
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;99;Field unknown;F;6
2018/2019;05401;Perugia - Universit  degli studi;Umbria;CENTRO;DR;99;Field unknown;M;1
2018/2019;05202;Siena - Universit  per stranieri;Toscana;CENTRO;DR;02;Arts and humanities;F;26
2018/2019;05202;Siena - Universit  per stranieri;Toscana;CENTRO;DR;02;Arts and humanities;M;8
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;02;Arts and humanities;F;31
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;02;Arts and humanities;M;15
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;10
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;19
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;04;Business, administration and law;F;7
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;04;Business, administration and law;M;6
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;140
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;78
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;F;6
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;M;21
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;09;Health and welfare;F;55
2018/2019;05201;Siena - Universit  degli studi;Toscana;CENTRO;DR;09;Health and welfare;M;30
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;20
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;28
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;04;Business, administration and law;F;23
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;04;Business, administration and law;M;27
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;16
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;13
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;F;34
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;M;76
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;13
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;15
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;09;Health and welfare;F;3
2018/2019;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";Toscana;CENTRO;DR;09;Health and welfare;M;6
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;02;Arts and humanities;F;33
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;02;Arts and humanities;M;65
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;20
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;14
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;55
2018/2019;05002;Pisa - Scuola normale superiore;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;91
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;02;Arts and humanities;F;78
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;02;Arts and humanities;M;56
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;14
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;12
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;04;Business, administration and law;F;37
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;04;Business, administration and law;M;44
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;77
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;98
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);F;5
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);M;31
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;F;43
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;M;137
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;38
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;16
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;09;Health and welfare;F;45
2018/2019;05001;Pisa - Universit ;Toscana;CENTRO;DR;09;Health and welfare;M;30
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;01;Education;F;15
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;01;Education;M;4
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;02;Arts and humanities;F;67
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;02;Arts and humanities;M;65
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;16
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;13
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;04;Business, administration and law;F;10
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;04;Business, administration and law;M;23
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;104
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;109
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);F;1
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);M;7
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;F;87
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;M;179
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;31
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;17
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;09;Health and welfare;F;85
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;09;Health and welfare;M;44
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;99;Field unknown;F;7
2018/2019;04801;Firenze - Universit  degli studi;Toscana;CENTRO;DR;99;Field unknown;M;6
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;02;Arts and humanities;F;30
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;02;Arts and humanities;M;8
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;F;3
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;03;Social sciences, journalism and information;M;1
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;04;Business, administration and law;F;11
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;04;Business, administration and law;M;10
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;29
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;30
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);F;11
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;06;Information and Communication Technologies (ICTs);M;26
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;F;4
2018/2019;04601;Lucca - Scuola IMT Alti Studi;Toscana;CENTRO;DR;07;Engineering, manufacturing and construction;M;3
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;04;Business, administration and law;F;10
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;04;Business, administration and law;M;8
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;45
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;44
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;06;Information and Communication Technologies (ICTs);F;2
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;06;Information and Communication Technologies (ICTs);M;18
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;07;Engineering, manufacturing and construction;F;14
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;07;Engineering, manufacturing and construction;M;8
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;2
2018/2019;04302;Camerino - Universit  degli studi;Marche;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;11
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;01;Education;F;7
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;01;Education;M;3
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;02;Arts and humanities;F;18
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;02;Arts and humanities;M;16
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;03;Social sciences, journalism and information;F;24
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;03;Social sciences, journalism and information;M;9
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;04;Business, administration and law;F;14
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;04;Business, administration and law;M;15
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;2
2018/2019;04301;Macerata - Universit  degli studi;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;6
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;03;Social sciences, journalism and information;F;6
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;03;Social sciences, journalism and information;M;14
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;04;Business, administration and law;F;17
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;04;Business, administration and law;M;11
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;25
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;24
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;07;Engineering, manufacturing and construction;F;50
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;07;Engineering, manufacturing and construction;M;90
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;F;21
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;08;Agriculture, forestry, fisheries and veterinary;M;11
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;09;Health and welfare;F;49
2018/2019;04201;Ancona - Universit  Politecnica delle Marche;Marche;CENTRO;DR;09;Health and welfare;M;18
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;02;Arts and humanities;F;3
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;02;Arts and humanities;M;5
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;03;Social sciences, journalism and information;F;13
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;03;Social sciences, journalism and information;M;14
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;04;Business, administration and law;F;5
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;04;Business, administration and law;M;4
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;F;29
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;05;Natural sciences, mathematics and statistics;M;19
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;99;Field unknown;F;8
2018/2019;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;DR;99;Field unknown;M;13
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;F;18
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;M;19
