ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORANDI
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;F;12
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;M;16
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;92
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;80
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;F;31
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;M;43
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;F;21
2018/2019;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;M;10
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;01;Education;F;12
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;01;Education;M;7
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;F;99
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;M;81
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;03;Social sciences, journalism and information;F;56
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;03;Social sciences, journalism and information;M;64
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;F;53
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;M;71
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;181
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;187
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;14
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;44
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;F;85
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;M;188
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;72
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;43
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;F;118
2018/2019;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;M;75
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;99;Field unknown;F;41
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;99;Field unknown;M;22
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;01;Education;F;5
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;01;Education;M;3
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;F;17
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;M;8
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;F;12
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;04;Business, administration and law;M;16
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;46
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;46
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;F;24
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;M;95
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;9
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;11
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;F;23
2018/2019;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;M;9
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;99;Field unknown;F;28
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;99;Field unknown;M;30
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;F;15
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;02;Arts and humanities;M;8
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;03;Social sciences, journalism and information;F;13
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;03;Social sciences, journalism and information;M;2
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;72
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;66
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;F;22
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;07;Engineering, manufacturing and construction;M;70
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;25
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;12
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;F;41
2018/2019;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;DR;09;Health and welfare;M;21
2018/2019;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;DR;03;Social sciences, journalism and information;F;7
2018/2019;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;DR;03;Social sciences, journalism and information;M;17
2018/2019;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;82
2018/2019;03202;Trieste - Scuola internazionale superiore di studi avanzati;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;217
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;F;4
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;M;12
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;03;Social sciences, journalism and information;F;13
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;03;Social sciences, journalism and information;M;6
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;97
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;104
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;F;20
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;M;31
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;F;21
2018/2019;03201;Trieste - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;M;9
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;F;27
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;02;Arts and humanities;M;21
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;04;Business, administration and law;F;17
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;04;Business, administration and law;M;23
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;31
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;30
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;F;6
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;07;Engineering, manufacturing and construction;M;44
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;15
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;10
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;F;20
2018/2019;03001;Udine - Universit  degli studi;Friuli Venezia Giulia;NORD-EST;DR;09;Health and welfare;M;6
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;01;Education;F;13
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;01;Education;M;13
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;F;76
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;M;68
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;F;64
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;M;51
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;F;36
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;M;28
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;178
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;220
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;1
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;12
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;F;72
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;M;214
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;69
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;56
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;09;Health and welfare;F;101
2018/2019;02801;Padova - Universit  degli studi;Veneto;NORD-EST;DR;09;Health and welfare;M;46
2018/2019;02702;Venezia - Universit  IUAV;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;F;63
2018/2019;02702;Venezia - Universit  IUAV;Veneto;NORD-EST;DR;07;Engineering, manufacturing and construction;M;61
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;01;Education;F;4
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;02;Arts and humanities;F;109
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;02;Arts and humanities;M;48
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;F;10
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;M;11
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;04;Business, administration and law;F;27
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;04;Business, administration and law;M;19
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;32
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;29
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;6
2018/2019;02701;Venezia - Universit  Ca' Foscari Venezia;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;12
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;01;Education;F;4
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;F;46
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;02;Arts and humanities;M;23
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;F;6
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;03;Social sciences, journalism and information;M;14
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;F;12
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;04;Business, administration and law;M;7
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;31
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;26
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;3
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;42
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;4
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;7
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;09;Health and welfare;F;87
2018/2019;02301;Verona - Universit  degli studi;Veneto;NORD-EST;DR;09;Health and welfare;M;51
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;02;Arts and humanities;F;26
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;02;Arts and humanities;M;22
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;03;Social sciences, journalism and information;F;62
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;03;Social sciences, journalism and information;M;65
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;04;Business, administration and law;F;19
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;04;Business, administration and law;M;25
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;05;Natural sciences, mathematics and statistics;F;66
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;05;Natural sciences, mathematics and statistics;M;101
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;07;Engineering, manufacturing and construction;F;62
2018/2019;02201;Trento - Universit  degli studi;Trentino Alto Adige;NORD-EST;DR;07;Engineering, manufacturing and construction;M;183
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;01;Education;F;29
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;01;Education;M;6
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;04;Business, administration and law;F;11
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;04;Business, administration and law;M;8
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;06;Information and Communication Technologies (ICTs);F;8
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;06;Information and Communication Technologies (ICTs);M;19
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;07;Engineering, manufacturing and construction;F;10
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;07;Engineering, manufacturing and construction;M;30
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;F;24
2018/2019;02101;Bolzano - Libera Universit ;Trentino Alto Adige;NORD-EST;DR;08;Agriculture, forestry, fisheries and veterinary;M;32
2018/2019;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;DR;02;Arts and humanities;F;4
